,0,1,2,3,4,5,6,7
214,744124.0,18830.0,0,0.0,0.0,0.0,200,206
215,765489.0,21365.0,0,0.0,0.0,0.0,206,200
216,792196.0,26707.0,0,0.0,0.0,0.0,200,218
217,813453.0,21257.0,0,0.0,0.0,0.0,218,269
218,834012.0,20559.0,0,0.0,0.0,0.0,269,222
219,857045.0,23033.0,0,0.0,0.0,0.0,222,257
220,876842.0,19797.0,0,0.0,0.0,0.0,257,269
221,897742.0,20900.0,0,0.0,0.0,0.0,269,292
222,920666.0,22924.0,0,0.0,0.0,0.0,292,295
223,945380.0,24714.0,0,0.0,0.0,0.0,295,323
224,968458.0,23078.0,0,0.0,0.0,0.0,323,322
225,992876.0,24418.0,0,0.0,0.0,0.0,322,333
226,1014795.0,21919.0,0,0.0,0.0,0.0,333,253
227,1038056.0,23261.0,0,0.0,0.0,0.0,253,287
228,1057023.0,18967.0,0,0.0,0.0,0.0,287,245
229,1077101.0,20078.0,0,0.0,0.0,0.0,245,296
230,1102307.0,25206.0,0,0.0,0.0,0.0,296,314
231,1126471.0,24164.0,0,1.0,0.0,0.0,314,325
232,1149793.0,23322.0,0,1.0,0.0,0.0,325,327
233,1174772.0,24979.0,0,1.0,0.0,0.0,327,284
234,1195352.0,20580.0,0,1.0,0.0,0.0,284,323
235,1216749.0,21397.0,0,1.0,0.0,0.0,323,358
236,1237200.0,20451.0,0,1.0,0.0,0.0,358,357
237,1260200.0,23000.0,0,1.0,0.0,0.0,357,394
238,1293717.0,33517.0,0,1.0,0.0,0.0,394,396
239,1321033.0,27316.0,0,1.0,0.0,0.0,396,365
240,1347909.0,26876.0,0,1.0,0.0,0.0,365,338
241,1372886.0,24977.0,0,1.0,0.0,0.0,338,403
242,1394302.0,21416.0,0,1.0,0.0,0.0,403,393
243,1414362.0,20060.0,0,1.0,0.0,0.0,393,419
244,1434007.0,19645.0,0,1.0,0.0,0.0,419,429
245,1456943.0,22936.0,0,1.0,0.0,0.0,429,391
246,1477217.0,20274.0,0,1.0,0.0,0.0,391,298
247,1497138.0,19921.0,0,1.0,0.0,0.0,298,304
248,1515805.0,18667.0,0,1.0,0.0,0.0,304,343
249,1531270.0,15465.0,0,1.0,0.0,0.0,343,323
250,1542614.0,11344.0,0,1.0,0.0,0.0,323,351
251,1560875.0,18261.0,0,1.0,0.0,0.0,351,362
252,1578432.0,17557.0,0,1.0,0.0,0.0,362,328
253,1593253.0,14821.0,0,1.0,0.0,0.0,328,258
254,1609144.0,15891.0,0,1.0,0.0,0.0,258,232
255,1621308.0,12164.0,0,1.0,0.0,0.0,232,277
256,1633736.0,12428.0,0,1.0,0.0,0.0,277,304
257,1647233.0,13497.0,3,1.0,0.0,0.0,304,314
258,1663470.0,16237.0,3,1.0,0.0,0.0,314,338
259,1678421.0,14951.0,3,0.0,0.0,0.0,338,368
260,1694803.0,16382.0,3,0.0,0.0,0.0,368,304
261,1710382.0,15579.0,3,0.0,0.0,0.0,304,226
262,1727754.0,17372.0,3,0.0,0.0,0.0,226,302
263,1742528.0,14774.0,3,0.0,0.0,0.0,302,321
264,1754914.0,12386.0,3,0.0,0.0,0.0,321,343
265,1771548.0,16634.0,3,0.0,0.0,0.0,343,370
266,1792614.0,21066.0,3,0.0,0.0,0.0,370,424
267,1814398.0,21784.0,3,0.0,0.0,0.0,424,346
268,1835952.0,21554.0,3,0.0,0.0,0.0,346,328
269,1854493.0,18541.0,3,0.0,0.0,0.0,328,369
270,1874870.0,20377.0,3,0.0,0.0,0.0,369,412
271,1893439.0,18569.0,3,0.0,0.0,0.0,412,403
272,1918739.0,25300.0,3,0.0,0.0,0.0,403,441
273,1954271.0,35532.0,3,0.0,0.0,0.0,441,455
274,1982831.0,28560.0,3,0.0,0.0,0.0,455,469
275,2010080.0,27249.0,3,0.0,0.0,0.0,469,463
276,2046164.0,36084.0,3,0.0,0.0,0.0,463,497
277,2079681.0,33517.0,3,0.0,0.0,0.0,497,571
278,2116612.0,36931.0,3,0.0,0.0,0.0,571,612
279,2155999.0,39387.0,3,0.0,0.0,0.0,612,586
280,2195148.0,39149.0,3,0.0,0.0,0.0,586,453
281,2227951.0,32803.0,3,0.0,0.0,0.0,453,597
282,2262739.0,34788.0,3,0.0,0.0,0.0,597,666
283,2295232.0,32493.0,3,0.0,0.0,0.0,666,706
284,2336692.0,41460.0,3,0.0,0.0,0.0,706,831
285,2389967.0,53275.0,3,0.0,0.0,0.0,831,820
286,2440206.0,50239.0,3,0.0,0.0,0.0,820,750
287,2496235.0,56029.0,3,0.0,0.0,0.0,750,796
288,2549693.0,53458.0,3,0.0,0.0,0.0,796,848
289,2607546.0,57853.0,3,0.0,0.0,0.0,848,880
290,2662703.0,55157.0,3,0.0,0.0,0.0,880,885
291,2721626.0,58923.0,3,0.0,0.0,0.0,885,"1,022"
292,2782713.0,61087.0,3,0.0,0.0,0.0,"1,022","1,179"
293,2845269.0,62556.0,3,1.0,0.0,0.0,"1,179","1,195"
294,2898056.0,52787.0,3,1.0,0.0,0.0,"1,195","1,162"
295,2966248.0,68192.0,3,1.0,0.0,0.0,"1,162","1,079"
296,3026346.0,60098.0,3,1.0,0.0,0.0,"1,079","1,056"
297,3081372.0,55026.0,3,1.0,0.0,0.0,"1,056","1,165"
298,3127647.0,46275.0,3,1.0,145076.0,20768.0,"1,165","1,242"
299,3173295.0,45648.0,3,1.0,207661.0,16065.0,"1,242","1,172"
300,3220957.0,47662.0,3,1.0,278943.0,9745.0,"1,172","1,312"
301,3269761.0,48804.0,3,1.0,316694.0,5257.0,"1,312","1,257"
302,3325646.0,55885.0,3,1.0,341317.0,4208.0,"1,257","1,150"
303,3367074.0,41428.0,3,1.0,296131.0,2620.0,"1,150","1,102"
304,3405744.0,38670.0,3,1.0,190107.0,2239.0,"1,102","1,139"
305,3443354.0,37610.0,3,1.0,204076.0,4565.0,"1,139","1,350"
306,3476808.0,33454.0,3,1.0,343163.0,3759.0,"1,350","1,293"
307,3515800.0,38992.0,3,1.0,363508.0,3411.0,"1,293","1,201"
308,3553777.0,37977.0,3,1.0,409855.0,2760.0,"1,201","1,140"
309,3594098.0,40321.0,3,1.0,478248.0,1821.0,"1,140","1,075"
310,3627750.0,33652.0,3,1.0,491970.0,1043.0,"1,075",951
311,3657861.0,30111.0,3,1.0,220249.0,818.0,951,881
312,3680105.0,22244.0,3,1.0,279757.0,1968.0,881,911
313,3700272.0,20167.0,3,1.0,311060.0,1710.0,911,983
314,3725641.0,25369.0,3,1.0,312378.0,2329.0,983,992
315,3754452.0,28811.0,3,1.0,414419.0,1769.0,992,"1,015"
316,3783597.0,29145.0,3,1.0,487756.0,2178.0,"1,015",886
317,3806997.0,23400.0,3,1.0,598389.0,10621.0,886,757
318,3828187.0,21190.0,3,1.0,319038.0,3156.0,757,805
319,3846855.0,18668.0,3,1.0,350348.0,2587.0,805,817
320,3863761.0,16906.0,3,1.0,374756.0,2166.0,817,798
321,3882976.0,19215.0,3,1.0,469016.0,2995.0,798,758
322,3903710.0,20734.0,3,1.0,480560.0,4036.0,758,733
323,3922914.0,19204.0,3,1.0,494163.0,4064.0,733,631
324,3941277.0,18363.0,3,1.0,549808.0,1662.0,631,585
325,3957181.0,15904.0,3,1.0,278988.0,862.0,585,583
326,3971319.0,14138.0,3,1.0,352480.0,3811.0,583,529
327,3983760.0,12441.0,3,1.0,411812.0,3161.0,529,567
328,3996837.0,13077.0,3,1.0,450810.0,4894.0,567,585
329,4010380.0,13543.0,3,1.0,503116.0,5647.0,585,506
330,4025578.0,15198.0,3,1.0,544603.0,4775.0,506,447
331,4038933.0,13355.0,3,1.0,505362.0,2846.0,447,421
332,4049924.0,10991.0,3,1.0,237962.0,1915.0,421,468
333,4059700.0,9776.0,3,1.0,275956.0,6535.0,468,469
334,4070336.0,10636.0,3,1.0,364865.0,12412.0,469,460
335,4083096.0,12760.0,3,1.0,482110.0,15147.0,460,450
336,4095191.0,12095.0,3,1.0,452454.0,15867.0,450,448
337,4107290.0,12099.0,3,1.0,371906.0,15294.0,448,354
338,4117743.0,10453.0,3,1.0,334679.0,10263.0,354,354
339,4127578.0,9835.0,3,1.0,141719.0,9177.0,354,335
340,4138237.0,10659.0,3,1.0,192341.0,18463.0,335,383
341,4146760.0,8523.0,3,1.0,326692.0,26317.0,383,368
342,4156707.0,9947.0,3,1.0,448962.0,31613.0,368,310
343,4166727.0,10020.0,3,1.0,485720.0,35319.0,310,312
344,4175315.0,8588.0,3,1.0,504493.0,32773.0,312,222
345,4182772.0,7457.0,3,1.0,407503.0,27322.0,222,218
346,4188827.0,6055.0,3,1.0,185900.0,19684.0,218,261
347,4194289.0,5462.0,1,1.0,203168.0,28282.0,261,252
348,4200700.0,6411.0,1,1.0,224996.0,51314.0,252,230
349,4207120.0,6420.0,1,1.0,278956.0,68450.0,230,238
350,4213764.0,6644.0,1,1.0,376244.0,70206.0,238,198
351,4219788.0,6024.0,1,1.0,437463.0,56772.0,198,171
352,4225906.0,6118.0,1,1.0,416834.0,31562.0,171,148
353,4231166.0,5260.0,1,1.0,164143.0,20241.0,148,166
354,4235989.0,4823.0,1,0.0,215273.0,38788.0,166,168
355,4241858.0,5869.0,1,0.0,217301.0,72922.0,168,191
356,4247879.0,6021.0,1,0.0,243887.0,97162.0,191,183
357,4254714.0,6835.0,1,0.0,260809.0,93563.0,183,163
358,4261398.0,6684.0,1,0.0,369578.0,87676.0,163,135
359,4267015.0,5617.0,1,0.0,512108.0,52155.0,135,107
360,4271710.0,4695.0,1,0.0,257010.0,25371.0,107,152
361,4276840.0,5130.0,1,0.0,386685.0,53366.0,152,134
362,4282203.0,5363.0,1,0.0,433320.0,95799.0,134,129
363,4287996.0,5793.0,1,0.0,462246.0,119609.0,129,120
364,4294328.0,6332.0,1,0.0,528260.0,132016.0,120,132
365,4299200.0,4872.0,1,0.0,614930.0,125725.0,132,106
366,4304839.0,5639.0,1,0.0,752308.0,91977.0,106,99
367,4310195.0,5356.0,1,0.0,367006.0,52612.0,99,111
368,4315602.0,5407.0,1,0.0,329897.0,82300.0,111,106
369,4321019.0,5417.0,1,0.0,325650.0,169155.0,106,93
370,4326645.0,5626.0,1,0.0,337665.0,242642.0,93,119
371,4332922.0,6277.0,1,0.0,324942.0,234382.0,119,114
372,4339157.0,6235.0,1,0.0,411305.0,283654.0,114,82
373,4343066.0,3909.0,1,0.0,424301.0,238861.0,82,79
374,4347013.0,3947.0,1,0.0,293548.0,147594.0,79,89
375,4351796.0,4783.0,1,0.0,236809.0,168230.0,89,85
376,4355867.0,4071.0,1,0.0,225917.0,277682.0,85,93
